Product_Name,Brand,MRP,Sale_Price,Discount (%),Rating,Reviews_Count,Category,Stock_Status,Discount_Amount
Faces Canada Weightless Creme Lipstick,Faces,199,159.2,20,4.5,146523,Makeup,In Stock,39.8
Nykaa Cosmetics Dip & Done Nail Polish Remover,Nykaa,161,136.85,15,3.8,151,Makeup,In Stock,24.15
Insight Cosmetics Eyebrow Palette,Insight,181,171.95,5,4,2329,Makeup,In Stock,9.05
Huda Beauty Easy Bake And Snatch Pressed Powder,Huda,3450,3450,0,3.8,112,Makeup,In Stock,0
Charlotte Tilbury Pillow Talk Lip And Cheek Glow,Charlotte,4150,4150,0,3.8,260,Makeup,In Stock,0
Lakme 9To5 Lip Tattoo Matte Slim Stick,Lakme,719,647.1,10,3.8,51,Makeup,In Stock,71.9
Flicka The Base Story Foundation High Coverage Satin Matte F...,Flicka,939,882.66,6,3.8,230,Makeup,In Stock,56.34
Ruby's Organics Tinted Eyebrow Gel,Ruby's,656,537.92,18,3.8,185,Makeup,In Stock,118.08
Daily Life Forever52 Essential Satin Finish Lip Paint,Daily,584,525.6,10,3.8,72,Makeup,In Stock,58.4
"Swiss Beauty Heartistry Makeup Brush Set Of 12 For Face, Eye...",Swiss,1259,1133.1,10,3.8,141,Makeup,In Stock,125.9
Lakme Vitamin C Superglow Concealer with 1 % Vit C,Lakme,315,283.5,10,4,1176,Makeup,In Stock,31.5
DIOR Forever No-Transfer 24H Wear Matte Foundation,DIOR,6400,6400,0,3.8,91,Makeup,In Stock,0
"Benefit Cosmetics Precisely, My Brow Eyebrow Pencil Mini",Benefit,1650,1650,0,4,2877,Makeup,In Stock,0
Revlon Touch & Glow Moisturising Powder,Revlon,629,566.1,10,4.1,11199,Makeup,In Stock,62.9
Kay Beauty Sheer Silk Primer With Green Tea Extract,Kay,1199,1199,0,3.8,84,Makeup,In Stock,0
PRADA Monochrome Hyper Matte Lipstick,PRADA,4550,4550,0,3.8,22,Makeup,In Stock,0
Swiss Beauty Matte & Set Duo Lightweight Compact Powder,Swiss,339,288.15,15,3.8,386,Makeup,In Stock,50.85
Huda Beauty Creamy Kohl Longwear Eye Pencil,Huda,1980,1980,0,3.8,243,Makeup,In Stock,0
M.A.C Lipglass Air Lip Gloss,M.A.C,2400,2400,0,3.8,30,Makeup,In Stock,0
Nykaa Cosmetics Magic Cover Full Coverage Matte Cushion Foun...,Nykaa,674,606.6,10,3.8,235,Makeup,In Stock,67.4
Bobbi Brown Skin Foundation Stick,Bobbi,5900,5900,0,4.1,15086,Makeup,In Stock,0
Swiss Beauty Makeup Brush Set of 5 - Purple,Swiss,359,323.1,10,4,1421,Makeup,In Stock,35.9
Colors Queen 70 Multi - Color Eyeshadow Palette,Colors,1011,930.12,8,3.8,40,Makeup,In Stock,80.88
Rom&nd Zero Velvet Tint,Rom&nd,846,803.7,5,4,2069,Makeup,In Stock,42.3
DIOR Backstage Maximizer Highlighter Palette,DIOR,6000,6000,0,3.8,19,Makeup,In Stock,0
"Insight Cosmetics Creme Matte Mousse, 12hr Long Stay & Smudg...",Insight,158,146.94,7,4,2964,Makeup,In Stock,11.06
Swiss Beauty Color Splash Nail Polish,Swiss,69,69,0,4.1,19407,Makeup,In Stock,0
Renee Cosmetics Pointy End Sketch Pen Eyeliner,Renee,365,332.15,9,3.8,908,Makeup,In Stock,32.85
PAC Spotlight Liquid Foundation,PAC,1295,1295,0,3.8,366,Makeup,In Stock,0
Bronson Professional Classic Highlighting And Mascara Lash B...,Bronson,90,25.2,72,4,1554,Makeup,In Stock,64.8
DIOR Forever Skin Correct 24H Hydration Full-Coverage Concea...,DIOR,4400,4400,0,3.8,64,Makeup,In Stock,0
Lakme Xtraordin - Airy Lip Mousse,Lakme,449,404.1,10,3.8,535,Makeup,In Stock,44.9
Swiss Beauty Brow Definer Pencil,Swiss,142,134.9,5,4,1697,Makeup,In Stock,7.1
PAC X Jovita #AllYouNeed Brush Kit (8 Brushes),PAC,2995,2995,0,4,1321,Makeup,In Stock,0
Colors Queen Mask Fit Red Cushion Foundation,Colors,652,567.24,13,3.8,55,Makeup,In Stock,84.76
MARS Boring Silicone Brush Cleaner Pad,MARS,199,199,0,3.8,427,Makeup,In Stock,0
Bobbi Brown Sheer Finish Pressed Powder,Bobbi,5400,5400,0,3.8,31,Makeup,In Stock,0
Nykaa Wow My Brow Eyebrow Palette - Chamber Of Secrets,Nykaa,639,511.2,20,4,2078,Makeup,In Stock,127.8
PAC All In One Makeup Brush,PAC,806,725.4,10,3.8,42,Makeup,In Stock,80.6
"Just Herbs Ayurvedic Lipstick Kit, Matte Finish, Long-lastin...",Just,403,282.1,30,4.1,16644,Makeup,In Stock,120.9
Lakme Absolute Beyond Matte Lipstick,Lakme,743,668.7,10,3.8,888,Makeup,In Stock,74.3
M.A.C Lustreglass Nude Lipstick,M.A.C,2800,2800,0,3.8,49,Makeup,In Stock,0
Praush Beauty The Showstopper Eyeshadow Palette With 18 Pigm...,Praush,2970,2673,10,3.8,321,Makeup,In Stock,297
PAC Spotlight Bronzer,PAC,695,695,0,3.8,474,Makeup,In Stock,0
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Cel...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
NARS Afterglow Liquid Blush,NARS,3300,3300,0,3.8,38,Makeup,In Stock,0
MILK MAKEUP Hydro Grip Set + Refresh Spray,MILK,2700,2700,0,3.8,4,Makeup,In Stock,0
M.A.C Pro Brow Definer,M.A.C,2700,2700,0,3.8,32,Makeup,In Stock,0
MORPHE Portrait Mode 5 Piece Face Brush Set,MORPHE,3500,3500,0,3.8,1,Makeup,In Stock,0
Kay Beauty Precious Lip Oil,Kay,849,721.65,15,3.8,133,Makeup,In Stock,127.35
Yves Saint Laurent The Inks Vinyl Cream Liquid Lipstick,Yves,4000,4000,0,3.8,29,Makeup,In Stock,0
"Lakme Eyeconic Collection - Eye Regime Kit, Smudgeproof, Wat...",Lakme,799,639.2,20,3.8,677,Makeup,In Stock,159.8
Huda Beauty Legit Lashes Double-ended Mascara Very Vanta Ext...,Huda,2750,2750,0,3.8,697,Makeup,In Stock,0
M.A.C Macximal Matte Nude Lipstick,M.A.C,2550,2550,0,3.8,67,Makeup,In Stock,0
Kay Beauty FullFill Tinted Lip Plumping Gloss,Kay,764,649.4,15,4,2708,Makeup,In Stock,114.6
Maybelline New York Superstay Matte Ink Liquid Lipstick - Pa...,Maybelline,1798,1078.8,40,4.5,4030203,Makeup,In Stock,719.2
Revlon Colorstay Satin Ink Liquid Lip Color,Revlon,1065,873.3,18,4,1829,Makeup,In Stock,191.7
O-Lens Spanish Smoky Mixed 1day Coloured Contact Lenses - Sp...,O-Lens,1690,1690,0,3.8,348,Makeup,In Stock,0
CUFFS N LASHES After Glow Liquid Blush,CUFFS,359,323.1,10,3.8,128,Makeup,In Stock,35.9
Kay Beauty Soft Matte Pressed Powder - 100N Light,Kay,1199,1199,0,3.8,298,Makeup,In Stock,0
Bronson Professional Beauty Blender Sponge with Holder Case ...,Bronson,115,40.25,65,3.8,333,Makeup,In Stock,74.75
Nykaa Gifting 12 Days Of Glow,Nykaa,19999,11999.4,40,3.8,4,Makeup,In Stock,7999.6
Urban Decay 24/7 Moondust Glitter Eyeshadow Singles,Urban,2250,2025,10,3.8,403,Makeup,In Stock,225
NARS Afterglow Sensual Shine Lipstick,NARS,2900,2900,0,3.8,27,Makeup,In Stock,0
Estee Lauder Pure Color Explicit Slick Shine Lipstick,Estee,3500,3500,0,3.8,34,Makeup,In Stock,0
M.A.C Strobe Dewy Skin Tint,M.A.C,3300,3300,0,3.8,465,Makeup,In Stock,0
L’Oreal Paris Infallible 32H Matte Cover Liquid Foundation,L’Oreal,899,899,0,4,7608,Makeup,In Stock,0
Kay Beauty PowerFull Eyebrow Gel,Kay,899,899,0,3.8,48,Makeup,In Stock,0
Insight Cosmetics Color Rich Lip Liner,Insight,107,103.79,3,3.8,474,Makeup,In Stock,3.21
Estee Lauder Double Wear Stay-In-place Matte Powder,Estee,3600,2700,25,3.8,81,Makeup,In Stock,900
Swiss Beauty Pearl Illuminator Makeup Base Long lasting & Ra...,Swiss,296,266.4,10,4.1,21998,Makeup,In Stock,29.6
LANEIGE Neo Essential Blurring Finish Powder,LANEIGE,1750,1750,0,3.8,37,Makeup,In Stock,0
PAC IRIS Premium Contact Lenses Brown - Comfortable Natural ...,PAC,221,198.9,10,4,3374,Makeup,In Stock,22.1
Forest Essentials Som Rasa Silk Skin Tint,Forest,3250,3250,0,3.8,190,Makeup,In Stock,0
Charlotte Tilbury Supernudes Spotlight Lip & Cheek Kit,Charlotte,3103,2637.55,15,3.8,9,Makeup,In Stock,465.45
NARS Pure Radiant Tinted Moisturizer SPF 30 Pa+++,NARS,4300,4300,0,3.8,18,Makeup,In Stock,0
Simply Nam Hydrafit Liquid Concealer,Simply,664,630.8,5,3.8,22,Makeup,In Stock,33.2
Charmacy Milano Concealer,Charmacy,643,591.56,8,3.8,95,Makeup,In Stock,51.44
Huda Beauty Easy Bake Setting Spray,Huda,1500,1500,0,3.8,39,Makeup,In Stock,0
Charlotte Tilbury Airbrush Matte Setting Spray,Charlotte,3950,3950,0,3.8,14,Makeup,In Stock,0
MARS Euro Nail Lacquer,MARS,69,69,0,3.8,174,Makeup,In Stock,0
Renee Cosmetics Pro Banana Powder,Renee,479,383.2,20,3.8,170,Makeup,In Stock,95.8
Swiss Beauty Gloss Me Lip Gloss,Swiss,219,192.72,12,4,2485,Makeup,In Stock,26.28
PIXI +Hydra Liptreat Tinted Lip Balm,PIXI,920,920,0,3.8,93,Makeup,In Stock,0
Maybelline New York Fit Me BB Nude Glow BB Cream With 24H Hy...,Maybelline,386,347.4,10,3.8,81,Makeup,In Stock,38.6
Europe Girl Shiny Fixer,Europe,903,857.85,5,3.8,152,Makeup,In Stock,45.15
Perenne Glow Booster Makeup setting spray (100ml),Perenne,960,768,20,3.8,175,Makeup,In Stock,192
Swiss Beauty Oil Control Compact Powder,Swiss,365,310.25,15,4,3852,Makeup,In Stock,54.75
Charlotte Tilbury Pillow Talk Iconic Lip & Cheek Kit,Charlotte,3103,2637.55,15,3.8,31,Makeup,In Stock,465.45
M.A.C Lustreglass Lipstick,M.A.C,2800,2800,0,4,3000,Makeup,In Stock,0
PAC Take Cover Concealer,PAC,495,495,0,4.1,17180,Makeup,In Stock,0
Bronson Professional 6Pc Face & Eye Brush Easy Blending For ...,Bronson,275,151.25,45,3.8,90,Makeup,In Stock,123.75
Ruby's Organics Smoked Kohl + Brow Filler,Ruby's,533,437.06,18,4,1366,Makeup,In Stock,95.94
Bronson Professional 6Pc Face & Eye Brush Easy Blending For ...,Bronson,275,151.25,45,3.8,90,Makeup,In Stock,123.75
Shopaarel Rich Color Lip Plaette,Shopaarel,1349,1214.1,10,3.8,43,Makeup,In Stock,134.9
Charlotte Tilbury Charlotte's Beautiful Skin Foundation,Charlotte,5100,5100,0,3.8,280,Makeup,In Stock,0
Mamaearth Soft Matte Long Stay Lipsticks,Mamaearth,367,337.64,8,4.1,10407,Makeup,In Stock,29.36
Anastasia Beverly Hills Brow Wiz,Anastasia,1860,1395,25,3.8,153,Makeup,In Stock,465
Bronson Professional Bamboo Makeup Brush Set - 11 Pcs,Bronson,450,369,18,4,5643,Makeup,In Stock,81
Lakme Vitamin C Superglow Skin Perfecting Compact with 1 % V...,Lakme,342,307.8,10,3.8,796,Makeup,In Stock,34.2
Innisfree No Sebum Mineral Pact For Oil Control & Skin Tone ...,Innisfree,903,857.85,5,4,1674,Makeup,In Stock,45.15
PAT McGRATH LABS Skin Fetish: Sublime Perfection Foundation,PAT,4760,3808,20,3.8,103,Makeup,In Stock,952
