Product_Name,Brand,MRP,Sale_Price,Discount (%),Rating,Reviews_Count,Category,Stock_Status,Discount_Amount
SUGAR Arch Arrival Brow Definer,SUGAR,473,425.7,10,4.1,41770,Makeup,In Stock,47.3
MARS Dual Purpose Sharpener,MARS,61,61,0,4,2382,Makeup,In Stock,0
Nykaa SKINgenius Conceal and Correct Palette,Nykaa,974,633.1,35,4.1,38835,Makeup,In Stock,340.9
FAE Beauty Re:Define Lip Liner,FAE,360,342,5,3.8,487,Makeup,In Stock,18
"Lakme 9to5 Hya Beach Edit Blush, SPF 30, Creamy Texture, Dew...",Lakme,699,699,0,3.8,134,Makeup,In Stock,0
Too Faced Better Than Sex Liquid Eye Liner,Too,2390,2390,0,3.8,976,Makeup,In Stock,0
MARS Makeup Remover Wet Wipes,MARS,109,109,0,4,1428,Makeup,In Stock,0
Blue Heaven Matte Love Long Lasting Hydrating Mini Lipsticks...,Blue,299,224.25,25,4,5844,Makeup,In Stock,74.75
Smashbox Always on Brown Liquid Lipstick,Smashbox,2750,2750,0,4.5,247311,Makeup,In Stock,0
M.A.C Studio Fix 24-Hour Smooth Wear Concealer,M.A.C,3000,3000,0,4.3,55516,Makeup,In Stock,0
MORPHE Chromaplus 6-Pan Eyeshadow Palette,MORPHE,1700,1700,0,3.8,55,Makeup,In Stock,0
MARS Lip & Cheek Tint for Bold Pop Color,MARS,284,269.8,5,3.8,577,Makeup,In Stock,14.2
Nykaa Cosmetics Xtreme Impact 36 Hour Long Stay Smudgeproof ...,Nykaa,279,223.2,20,3.8,281,Makeup,In Stock,55.8
Swiss Beauty Shiny Pearl Water Drop Blemish Balm BB Foundati...,Swiss,218,207.1,5,4.1,46728,Makeup,In Stock,10.9
Insight Cosmetics All Things Good Kit - Mini,Insight,1764,1499.4,15,4.5,1095041,Makeup,In Stock,264.6
Guerlain Rouge G The Double Mirror Jewel Case,Guerlain,4000,4000,0,3.8,144,Makeup,In Stock,0
MARS All I Need Makeup Kit,MARS,379,360.05,5,4.1,13683,Makeup,In Stock,18.95
Huda Beauty FAUX FILLER Extra Shine Lip Gloss,Huda,2050,2050,0,3.8,786,Makeup,In Stock,0
FLiCKA Flawless Femme HD Liquid Foundation Dewy Finish Long ...,FLiCKA,939,882.66,6,3.8,639,Makeup,In Stock,56.34
Swiss Beauty Lustre Eyeshadow Palette,Swiss,218,207.1,5,4,1883,Makeup,In Stock,10.9
"Insight Cosmetics Blush & Highlight Palette, 2 In 1 Intense ...",Insight,312,290.16,7,4,2857,Makeup,In Stock,21.84
MARS Artist's Arsenal Ultra Thin Foundation Makeup Brush,MARS,244,239.12,2,3.8,426,Makeup,In Stock,4.88
Elle 18 Color Pop Matte Lip Color,Elle,119,113.05,5,4.5,103829,Makeup,In Stock,5.95
M.A.C Locked Kiss Lipstick,M.A.C,3150,3150,0,3.8,664,Makeup,In Stock,0
ETUDE Fixing Tint,ETUDE,760,608,20,3.8,150,Makeup,In Stock,152
MILK MAKEUP Hydro Grip Primer,MILK,3450,3450,0,3.8,9,Makeup,In Stock,0
MARS Fantasy Face Blush,MARS,379,360.05,5,4,3958,Makeup,In Stock,18.95
Faces Canada Peaches N Cream Tinted Moisturizer,Faces,499,414.17,17,4,9487,Makeup,In Stock,84.83
"Lakme 9to5 Hya Beach Edit Lip Gloss Stain, Hydrating, Lastin...",Lakme,799,799,0,3.8,318,Makeup,In Stock,0
Swiss Beauty Stunning Nail Lacquer,Swiss,99,99,0,4.1,32591,Makeup,In Stock,0
Forest Essentials Gulaab Khaas Kajal,Forest,950,950,0,3.8,859,Makeup,In Stock,0
MARS Retractable Poppins Lipstick,MARS,316,303.36,4,4,5052,Makeup,In Stock,12.64
ETUDE Dear Darling Water Gel Tint Lipstick,ETUDE,495,445.5,10,4.5,126516,Makeup,In Stock,49.5
Lakme Sun Expert SPF 40 PA+++ Ultra Matte Compact With Power...,Lakme,297,252.45,15,4.1,35377,Makeup,In Stock,44.55
Too Faced Born This Way Foundation,Too,3160,2528,20,3.8,16,Makeup,In Stock,632
Nykaa Browgirl Eyebrow Definer Pencil - Bewitched Chestnut,Nykaa,467,396.95,15,4,5271,Makeup,In Stock,70.05
MARS Cinemagic Transfer-Proof Lip Gloss,MARS,387,375.39,3,3.8,344,Makeup,In Stock,11.61
Faces Canada Mini Weightless Matte Finish Foundation,Faces,175,136.5,22,4.5,111145,Makeup,In Stock,38.5
Lakme Liquid Nail Polish Remover With Vitamin E,Lakme,110,110,0,4.1,22981,Makeup,In Stock,0
Yves Saint Laurent Rouge Pur Couture,Yves,4000,4000,0,3.8,202,Makeup,In Stock,0
Elle 18 Eye Drama Kajal,Elle,125,125,0,4.3,93073,Makeup,In Stock,0
"MARS Trio Treat, 3-In-1 Eye Makeup Kit With Eyeliner, Mascar...",MARS,649,649,0,3.8,522,Makeup,In Stock,0
Pilgrim BB Cream with SPF 50 PA++++ Instant Spot Coverage,Pilgrim,316,252.8,20,4,1535,Makeup,In Stock,63.2
Guerlain Rouge G Refill Velvet,Guerlain,4500,4500,0,3.8,70,Makeup,In Stock,0
Swiss Beauty Cheek It Up Lumi-Matte Finish Blush,Swiss,339,288.15,15,4,5398,Makeup,In Stock,50.85
"RENEE Volumax Volumizing Mascara Black, Volumizes, Lengthens...",RENEE,399,355.11,11,3.8,451,Makeup,In Stock,43.89
"Maybelline New York New Fit Me Mono Blush, Up To 16 hours Lo...",Maybelline,539,485.1,10,4.5,110937,Makeup,In Stock,53.9
L.A Girl Pro Coverage Illuminating Liquid Foundation,L.A,1289,1147.21,11,4.5,116076,Makeup,In Stock,141.79
Huda Beauty Faux Filter Color Corrector,Huda,3000,3000,0,3.8,288,Makeup,In Stock,0
ETUDE Ginger Sugar Melting Balm,ETUDE,801,720.9,10,3.8,285,Makeup,In Stock,80.1
MARS Starlit Pot Eyeshadow,MARS,387,375.39,3,3.8,230,Makeup,In Stock,11.61
Ponds Natural Glow Face Powder - Pink Glow,Ponds,122,109.8,10,4.1,14469,Makeup,In Stock,12.2
Lakme 9to5 Hya Matte Liquid Lipstick + Hyaluronic Acid,Lakme,719,647.1,10,3.8,862,Makeup,In Stock,71.9
Kay Beauty Lip Tint - Honey,Kay,899,899,0,4,5406,Makeup,In Stock,0
Ruby's Organics Onestick,Ruby's,566,464.12,18,3.8,136,Makeup,In Stock,101.88
MARS Mesmereyes Eyeshadow Palette,MARS,367,337.64,8,4.1,10574,Makeup,In Stock,29.36
Guerlain Rouge G Refill Satin,Guerlain,4500,4500,0,3.8,37,Makeup,In Stock,0
VERYMISS Natural Glow Daily Wear Foundation,VERYMISS,213,181.05,15,4,1701,Makeup,In Stock,31.95
Character Block Out Concealer,Character,703,618.64,12,3.8,176,Makeup,In Stock,84.36
Renee Cosmetics Bollywood Filter Blurring Matte Finish Liqui...,Renee,545,495.95,9,3.8,222,Makeup,In Stock,49.05
Sotrue Dark Spell Kohl Kajal Pencil With Sharpener - Black,Sotrue,300,258,14,3.8,308,Makeup,In Stock,42
e.l.f. Cosmetics Power Grip Dewy Setting Spray,e.l.f.,1500,1500,0,3.8,145,Makeup,In Stock,0
Swiss Beauty Non Transfer Matte Cat Lip Crayon,Swiss,275,253,8,4,5181,Makeup,In Stock,22
"Lakme 9 To 5 Powerplay Matte Compact, Oil Control Formula, W...",Lakme,520,416,20,4.5,167007,Makeup,In Stock,104
"Earth Rhythm Glass Tint pH Activated Lip & Cheek Tint, Blend...",Earth,237,225.15,5,4,1004,Makeup,In Stock,11.85
M.A.C Colour Excess Gel Pencil Eye Liner,M.A.C,2550,2550,0,3.8,526,Makeup,In Stock,0
SUGAR Base Of Glory Pore Minimizing Primer | Long Lasting & ...,SUGAR,764,687.6,10,4,7976,Makeup,In Stock,76.4
Swiss Beauty All About Lip Palette,Swiss,399,339.15,15,4.1,42710,Makeup,In Stock,59.85
Wanderlust Coconut & Shea Butter Hand & Nail Creme,Wanderlust,239,191.2,20,4.5,592795,Makeup,In Stock,47.8
Cureskin Eye Brow & Lash Oil,Cureskin,185,136.9,26,3.8,611,Makeup,In Stock,48.1
PAC Translucent Powder,PAC,608,547.2,10,4.1,10411,Makeup,In Stock,60.8
Insight Cosmetics Nail Polish Remover Wipes,Insight,58,56.26,3,4.3,78119,Makeup,In Stock,1.74
Swiss Beauty Mattifying Makeup Primer,Swiss,339,288.15,15,4,5998,Makeup,In Stock,50.85
Nykaa Cosmetics GLAMOReyes Coloured Liquid Eyeliner,Nykaa,244,170.8,30,4.5,164584,Makeup,In Stock,73.2
Miss Claire Soft Matte Lip Cream,Miss,280,266,5,4.5,2093858,Makeup,In Stock,14
"PAC Synthetic Series - Cruelty Free Soft Synthetic Fibres, B...",PAC,3795,3795,0,3.8,134,Makeup,In Stock,0
FAE Beauty Trio Mini Peptide Glaws Gloss,FAE,598,550.16,8,3.8,242,Makeup,In Stock,47.84
Mamaearth Creamy Matte Long Stay Lipstick,Mamaearth,367,337.64,8,4,3090,Makeup,In Stock,29.36
Kay Beauty Illuminating Highlighter,Kay,764,649.4,15,4.1,46627,Makeup,In Stock,114.6
Charlotte Tilbury exagger - Eyes Volume Mascara - Travel Siz...,Charlotte,1600,1600,0,3.8,142,Makeup,In Stock,0
SUGAR POP Ultrastay Transferproof Waterproof Lipstick With V...,SUGAR,195,165.75,15,4,2068,Makeup,In Stock,29.25
ETUDE Fixing Tint Mini,ETUDE,585,526.5,10,3.8,433,Makeup,In Stock,58.5
Biotique Magicolor Lipstick,Biotique,81,52.65,35,4.5,383200,Makeup,In Stock,28.35
PAC Matte Touch Compact Powder,PAC,581,522.9,10,3.8,298,Makeup,In Stock,58.1
MAKE UP FOR EVER Artist Color Pencil,MAKE,2600,2600,0,3.8,43,Makeup,In Stock,0
"RENEE Very Matte Lipstick Combo- Essentials, Pack Of 4, Full...",RENEE,525,462,12,4,2999,Makeup,In Stock,63
Feel Good Club Classic Makeup Blender Beauty Sponge Puff For...,Feel,58,31.9,45,3.8,609,Makeup,In Stock,26.1
ETUDE Dear Darling Marker Tint,ETUDE,675,607.5,10,3.8,164,Makeup,In Stock,67.5
Nykaa Cosmetics InstaBlur Color Corrector Stick,Nykaa,359,215.4,40,4.1,42558,Makeup,In Stock,143.6
SUGAR Glide Peptide Serum Lipstick,SUGAR,494,444.6,10,3.8,404,Makeup,In Stock,49.4
Renee Cosmetics Tip Tip Water Tint,Renee,365,332.15,9,3.8,447,Makeup,In Stock,32.85
Faces Canada Weightless Matte Finish Lipstick,Faces,199,159.2,20,4.5,691452,Makeup,In Stock,39.8
STAZE 9 To 9 Pout On Matte and Smudgeproof Lip Crayon,STAZE,239,191.2,20,3.8,925,Makeup,In Stock,47.8
MILK MAKEUP Hydro Grip Gel Tint,MILK,4400,4400,0,3.8,15,Makeup,In Stock,0
Daily Life Forever52 Two Way Cake,Daily,703,618.64,12,4,6326,Makeup,In Stock,84.36
"Maybelline New York Colossal Kajal Super Black, 2X Darker & ...",Maybelline,314,266.9,15,4,9295,Makeup,In Stock,47.1
Kay Beauty Plumping HD Lip Liner,Kay,719,647.1,10,3.8,118,Makeup,In Stock,71.9
Charlotte Tilbury The Lip Cheat,Charlotte,2600,2600,0,4.1,18774,Makeup,In Stock,0
HYUE HydraMatte Liquid Lipstick,HYUE,439,386.32,12,3.8,196,Makeup,In Stock,52.68
e.l.f. Cosmetics Soft Glam Satin Foundation,e.l.f.,1250,1250,0,3.8,454,Makeup,In Stock,0
Benefit Cosmetics BADgal Bang! Mascara,Benefit,1690,1690,0,4,4146,Makeup,In Stock,0
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Pea...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
Yves Saint Laurent Loveshine Candy Glaze,Yves,4300,4300,0,3.8,102,Makeup,In Stock,0
MARS Plumping Color Changing Lip Oil,MARS,237,225.15,5,3.8,833,Makeup,In Stock,11.85
Nykaa Stardust Holographic Long Lasting Chrome Nail Polish -...,Nykaa,269,242.1,10,3.8,549,Makeup,In Stock,26.9
MORPHE Chromaplus 12-Pan Eyeshadow Palette,MORPHE,2450,2450,0,3.8,37,Makeup,In Stock,0
Huda Beauty Lip Contour Lip Stain,Huda,2100,2100,0,3.8,9,Makeup,In Stock,0
Swiss Beauty Silky & Smooth Oil Control Powder,Swiss,424,360.4,15,4,4276,Makeup,In Stock,63.6
"Bronson Professional 4 in 1 Travel Brush Foundation Brush, P...",Bronson,389,303.42,22,3.8,204,Makeup,In Stock,85.58
Nykaa Cosmetics Glow Goals! Shimmer Brick Highlighter Palett...,Nykaa,454,295.1,35,4.1,40010,Makeup,In Stock,158.9
Charlotte Tilbury Luxury Palette,Charlotte,5700,5700,0,4,5443,Makeup,In Stock,0
M.A.C Fix+ Stay Over Alcohol-Free 24HR Setting Spray,M.A.C,3200,3200,0,4,1096,Makeup,In Stock,0
"Lakme Be-Jewel Luminous Skin Tint - 24HR Long Lasting, Up To...",Lakme,1079,971.1,10,3.8,241,Makeup,In Stock,107.9
NARS Blush,NARS,3400,3400,0,3.8,68,Makeup,In Stock,0
Shopaarel Flawless Fixing Powder,Shopaarel,1439,1295.1,10,3.8,109,Makeup,In Stock,143.9
Nykaa Cosmetics Diamond Jelly Cooling Shimmer Eyeshadow Stic...,Nykaa,584,525.6,10,3.8,34,Makeup,In Stock,58.4
FAE Beauty Face Card Super Serum Skin Tint Foundation,FAE,840,672,20,3.8,81,Makeup,In Stock,168
"Lakme 9to5 Hya Beach Edit Cushion Foundation, SPF 40, Hydrat...",Lakme,999,999,0,3.8,218,Makeup,In Stock,0
Simply Nam Hydrafit Colour Corrector,Simply,509,432.65,15,3.8,78,Makeup,In Stock,76.35
"PAC Aqua Grip Primer - Grips & Locks Makeup, Turns Makeup Wa...",PAC,1076,968.4,10,4,1676,Makeup,In Stock,107.6
Daily Life Forever52 Long Wear Gel Eyeliner Tattoo,Daily,719,647.1,10,4.1,13646,Makeup,In Stock,71.9
DIOR Forever Skin Perfect Foundation,DIOR,6200,6200,0,3.8,8,Makeup,In Stock,0
Hibiscus Monkey Nailed It Nail & Cuticle Treatment For Damag...,Hibiscus,492,418.2,15,3.8,85,Makeup,In Stock,73.8
NARS Sheer Glow Foundation,NARS,4200,4200,0,3.8,39,Makeup,In Stock,0
PAC 4-IN-1 Magnetic Makeup Brush - Innovative Compact Handle...,PAC,896,806.4,10,3.8,66,Makeup,In Stock,89.6
Kay Beauty Lash Maximizer Waterproof Mascara,Kay,1019,866.15,15,3.8,138,Makeup,In Stock,152.85
NYX Professional Makeup Up To 16HR Makeup Setting Spray Matt...,NYX,809,728.1,10,4,9209,Makeup,In Stock,80.9
Yves Saint Laurent Loveshine Lipstick,Yves,4300,4300,0,3.8,93,Makeup,In Stock,0
Lakme Ultimate Glam Matte Liquid Lipstick,Lakme,450,450,0,3.8,214,Makeup,In Stock,0
Huda Beauty Lip Contour 2.0,Huda,1800,1800,0,3.8,742,Makeup,In Stock,0
Faces Canada Ultimepro Hd Deep Black One Stroke Kajal,Faces,525,393.75,25,4,1689,Makeup,In Stock,131.25
MARS Wonder Compact Powder,MARS,383,367.68,4,4,3769,Makeup,In Stock,15.32
M.A.C Studio Radiance 24HR Luminous Lift Concealer,M.A.C,3100,3100,0,3.8,51,Makeup,In Stock,0
STAZE 9To9 Triple Treat Stacked Face Palette - 01 Main Chara...,STAZE,399,319.2,20,3.8,356,Makeup,In Stock,79.8
Ruby's Organics Lipstick,Ruby's,812,665.84,18,4,9386,Makeup,In Stock,146.16
Kay Beauty Metallic Eyeshadow Stick Pencil,Kay,674,606.6,10,4.5,149618,Makeup,In Stock,67.4
Faces Canada Splash Nail Enamel,Faces,109,92.65,15,4.5,3561700,Makeup,In Stock,16.35
Renee Cosmetics Shiner Gloss Stick,Renee,365,332.15,9,3.8,579,Makeup,In Stock,32.85
NYX Professional Makeup Soft Matte Lip Cream - Montreal,NYX,664,630.8,5,4.5,2383586,Makeup,In Stock,33.2
Lakme Facelift MultiSlayer Contour Stick,Lakme,899,809.1,10,3.8,339,Makeup,In Stock,89.9
Swiss Beauty Eyebrow Pencil,Swiss,99,99,0,4.5,171996,Makeup,In Stock,0
Bobbi Brown Luxe Lipstick,Bobbi,4200,4200,0,3.8,342,Makeup,In Stock,0
Daily Life Forever52 4 Color Concealer,Daily,1079,971.1,10,4.1,10988,Makeup,In Stock,107.9
Kay Beauty Soft Matte Pressed Powder - 110Y Light,Kay,1199,1199,0,3.8,298,Makeup,In Stock,0
Lakme Ultimate Glam Eyeshadow,Lakme,425,425,0,3.8,733,Makeup,In Stock,0
Smashbox Always On Mini Liquid Lipstick,Smashbox,1200,1200,0,3.8,325,Makeup,In Stock,0
Swiss Beauty Cover Studio Ultra Base Concealer Palette,Swiss,509,432.65,15,4.1,15223,Makeup,In Stock,76.35
Insight Cosmetics Stay Real Transparent 2 In 1 Brow & Lash M...,Insight,162,153.9,5,4,2114,Makeup,In Stock,8.1
Parul Garg Beauty Bold Define Matte Kajal,Parul,336,285.6,15,3.8,221,Makeup,In Stock,50.4
"Lakme True Wear Color Crush Nail Polish, Long Lasting & Vibr...",Lakme,135,121.5,10,4,7455,Makeup,In Stock,13.5
NYX Professional Makeup Lip Lingerie Xxl Matte Liquid Lipsti...,NYX,854,811.3,5,4,3184,Makeup,In Stock,42.7
Nykaa Cosmetics SKINgenius Sculpting & Hydrating Dewy Founda...,Nykaa,454,317.8,30,4.3,70482,Makeup,In Stock,136.2
Insight Cosmetics No Smudge Concealer,Insight,143,135.85,5,4,2287,Makeup,In Stock,7.15
Recode Silky Matte Liquid Lipstick - Pack Of 10,Recode,674,606.6,10,4,2591,Makeup,In Stock,67.4
Shopaarel Wedding Bell 50 Color Eyeshadow Palette,Shopaarel,3239,2915.1,10,3.8,77,Makeup,In Stock,323.9
MARS Glossy Liquid Eyeliner - Black,MARS,191,183.36,4,3.8,884,Makeup,In Stock,7.64
SUGAR Ace Of Face Dewy Foundation,SUGAR,703,618.64,12,3.8,351,Makeup,In Stock,84.36
Renee Cosmetics Kajal Pen With Sharpener,Renee,185,172.05,7,4,2064,Makeup,In Stock,12.95
Maybelline New York Lash Sensational Full Fan Effect Waterpr...,Maybelline,494,444.6,10,4.1,19897,Makeup,In Stock,49.4
e.l.f. Cosmetics Camo Liquid Bronzer & Contour,e.l.f.,1050,1050,0,3.8,120,Makeup,In Stock,0
Swiss Beauty Matte Makeup Fixer Spray,Swiss,266,244.72,8,4,1066,Makeup,In Stock,21.28
SUGAR Nothing Else Matter Longwear Lipstick,SUGAR,615,541.2,12,4.5,183608,Makeup,In Stock,73.8
"Renee Prime Matte Lipstick, Lightweight & Long-Lasting, Vita...",Renee,365,332.15,9,3.8,659,Makeup,In Stock,32.85
M.A.C Studio Fix Powder Plus 24-Hour Oil Control Compact Fou...,M.A.C,2425,2425,0,3.8,17,Makeup,In Stock,0
Faces Canada Berry Blush,Faces,259,191.66,26,4,5344,Makeup,In Stock,67.34
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Peo...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
Nykaa Skin Hydrating Gentle Face Wash,Nykaa,374,280.5,25,3.8,141,Makeup,In Stock,93.5
SUGAR Partner In Shine Transferproof Lip Gloss,SUGAR,636,578.76,9,3.8,388,Makeup,In Stock,57.24
Charlotte Tilbury Airbrush Flawless Blur Concealer,Charlotte,3800,3800,0,3.8,7,Makeup,In Stock,0
Nykaa Lash Talk Curl Power Waterproof Curling Mascara,Nykaa,319,255.2,20,4.5,112446,Makeup,In Stock,63.8
L'Oreal Paris Color Riche Intense Volume Matte Slim Lipstick,L'Oreal,949,901.55,5,4,1139,Makeup,In Stock,47.45
Insight Cosmetics Ultra-Thin Second Skin Long Wear Foundatio...,Insight,252,244.44,3,4.3,63250,Makeup,In Stock,7.56
MARS Zero Face Primer Pore Perfection,MARS,234,219.96,6,3.8,764,Makeup,In Stock,14.04
PAC Beginner Basic Face & Eye Brush Kit - Sturdy Sleek Handl...,PAC,1895,1895,0,3.8,209,Makeup,In Stock,0
"GUBB Eyelash Curler For Women,Creates Eye-Opening & Lifted L...",GUBB,140,126,10,4,3613,Makeup,In Stock,14
DIOR Rouge Lipstick,DIOR,5000,5000,0,3.8,63,Makeup,In Stock,0
Daily Life Forever52 Forever52 Glow On Highlighter,Daily,467,396.95,15,4,1941,Makeup,In Stock,70.05
MARS Poco Face Makeup And Eyeshadow Palette,MARS,335,321.6,4,4,1641,Makeup,In Stock,13.4
d'you Good Grease Twist Easy Cleansing Balm,d'you,2000,2000,0,3.8,48,Makeup,In Stock,0
Kay Beauty Eyebrow Microblading Pen - Walnut,Kay,699,699,0,4,1056,Makeup,In Stock,0
M.A.C Studio Fix Every-Wear All-Over Face Pen,M.A.C,3000,3000,0,3.8,495,Makeup,In Stock,0
Swiss Beauty CRAZE Eyeliner and Stamp Duo Wing Eyeliner Stam...,Swiss,275,253,8,4,1367,Makeup,In Stock,22
Nykaa Gloss it Up! High Shine Lip Gloss,Nykaa,440,352,20,4.5,106532,Makeup,In Stock,88
Lakme Vitamin C Superglow Lightweight Skin Perfecting Makeup...,Lakme,315,283.5,10,4,1869,Makeup,In Stock,31.5
fwee 3D Voluming Gloss,fwee,1116,1004.4,10,3.8,87,Makeup,In Stock,111.6
PAC HD Powder Mini,PAC,233,221.35,5,4,9116,Makeup,In Stock,11.65
Swiss Beauty More Than Glitter Lipstick,Swiss,404,363.6,10,3.8,638,Makeup,In Stock,40.4
"Maybelline New York Fit Me Fresh Tint, Lightweight, SPF 50 P...",Maybelline,449,449,0,4.1,16043,Makeup,In Stock,0
DIOR Forever Skin Glow 24h Hydrating Radiant Foundation,DIOR,6400,6400,0,3.8,188,Makeup,In Stock,0
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Mul...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
Insight Cosmetics Glide & Glow Eyeshadow Stick,Insight,256,238.08,7,3.8,298,Makeup,In Stock,17.92
Swiss Beauty Non-Transfer Matte Lipstick,Swiss,280,238,15,4,9304,Makeup,In Stock,42
"VEGA Premium Eye Lash Curler for Women, Professional Lash Cu...",VEGA,270,270,0,4.1,15237,Makeup,In Stock,0
MARS 2-In-1 Hue Gel Eyeliner With 2 Brush Set,MARS,306,284.58,7,4,1267,Makeup,In Stock,21.42
Nykaa Cosmetics Liquid Sindoor,Nykaa,161,144.9,10,3.8,444,Makeup,In Stock,16.1
Benefit Cosmetics Gimme Brow+ Brow-Volumizing Fiber Gel Mini,Benefit,1650,1650,0,4,7314,Makeup,In Stock,0
M.A.C Studio Fix Pro Set + Blur Weightless Loose Powder,M.A.C,2950,2950,0,3.8,381,Makeup,In Stock,0
PAC Dual-fold Liquid Gel,PAC,653,587.7,10,4,9184,Makeup,In Stock,65.3
Shopaarel Silky Matte Gloss Liquid Lipstick,Shopaarel,788,709.2,10,3.8,86,Makeup,In Stock,78.8
"Lakme Eyeconic Pro Brush Eye Liner, Smudgeproof, Waterproof,...",Lakme,629,566.1,10,4,1586,Makeup,In Stock,62.9
MARS Kohl Of Fame Kajal,MARS,170,161.5,5,4,4289,Makeup,In Stock,8.5
Faces Canada Magneteyes Kajal 24 Hr - Deep Black Finish (Pac...,Faces,249,164.34,34,4,7308,Makeup,In Stock,84.66
PAC SuperBrowww Cream,PAC,695,695,0,4.1,15488,Makeup,In Stock,0
Blue Heaven HD All In One Make Up Stick,Blue,158,142.2,10,4.1,13165,Makeup,In Stock,15.8
e.l.f. Cosmetics Lip Plumping Gloss,e.l.f.,1100,1100,0,4,6964,Makeup,In Stock,0
"Insight Cosmetics Mascara, Light Weight, Curl's Lashes",Insight,143,135.85,5,4.1,13850,Makeup,In Stock,7.15
Charlotte Tilbury Cheek To Chic,Charlotte,4350,4350,0,4,5782,Makeup,In Stock,0
The Face Shop Water Fit Lip Tint,The,580,580,0,4.1,27609,Makeup,In Stock,0
Swiss Beauty Ultra Fine Matte Loose Finish Powder,Swiss,424,360.4,15,4,7196,Makeup,In Stock,63.6
L.A Girl Shimmer Spray,L.A,1169,1098.86,6,4,1820,Makeup,In Stock,70.14
Huda Beauty Blush Filter,Huda,2475,2475,0,3.8,111,Makeup,In Stock,0
Charlotte Tilbury Airbrush Flawless Lip Blur,Charlotte,3550,3550,0,3.8,583,Makeup,In Stock,0
e.l.f. Cosmetics Power Grip + Niacinamide,e.l.f.,1300,1300,0,3.8,481,Makeup,In Stock,0
Praush Beauty Silk Blur Moisturizing Primer,Praush,585,526.5,10,4,4884,Makeup,In Stock,58.5
Charlotte Tilbury Hollywood Superstar Glow Kit,Charlotte,2970,2673,10,3.8,9,Makeup,In Stock,297
Renee Cosmetics Hard Black Kajal Pen,Renee,185,172.05,7,4,2090,Makeup,In Stock,12.95
Mamaearth Luxe Matte Long Stay Lipstick,Mamaearth,809,728.1,10,3.8,135,Makeup,In Stock,80.9
NYX Professional Makeup Shine Loud High Shine Lip Color and ...,NYX,949,901.55,5,3.8,193,Makeup,In Stock,47.45
Shopaarel Extra Blend Matte Foundation,Shopaarel,1439,1295.1,10,3.8,101,Makeup,In Stock,143.9
Bioderma Cleansing Water Sebium H2O Purifying Micellar,Bioderma,420,336,20,4,2169,Makeup,In Stock,84
Blue Heaven Get Bold Eyeliner,Blue,67,63.65,5,4.1,19129,Makeup,In Stock,3.35
Swiss Beauty Powder Brush,Swiss,314,282.6,10,4,7673,Makeup,In Stock,31.4
e.l.f. Cosmetics Glow Reviver Lip Oil Glimmer,e.l.f.,1150,1150,0,3.8,134,Makeup,In Stock,0
Too Faced Lip Injection Maximum Plump Lip Gloss,Too,1650,1650,0,4,2656,Makeup,In Stock,0
Beauty of Joseon Radiance Cleansing Balm,Beauty,1700,1700,0,3.8,323,Makeup,In Stock,0
Charlotte Tilbury Rock 'N' Kohl,Charlotte,3050,3050,0,4,2041,Makeup,In Stock,0
Insight Cosmetics Radiance Filter,Insight,275,261.25,5,3.8,839,Makeup,In Stock,13.75
e.l.f. Cosmetics Eyeliner Pen,e.l.f.,400,400,0,4,9562,Makeup,In Stock,0
Too Faced Born This Way The Natural Nudes Eye Shadow Palette,Too,5500,5500,0,3.8,290,Makeup,In Stock,0
Kay Beauty Soft Matte Pressed Powder - 130N Medium,Kay,1199,1199,0,3.8,298,Makeup,In Stock,0
Be Bodywise Brow & Lash Growth Serum,Be,379,360.05,5,3.8,205,Makeup,In Stock,18.95
Insight Cosmetics Prime 'n Perfect Hydrating Primer,Insight,136,131.92,3,4,9304,Makeup,In Stock,4.08
PAC Take Cover Eyeshadow Book Palette - Versatile MUA Palett...,PAC,5126,4613.4,10,3.8,761,Makeup,In Stock,512.6
Too Faced Cloud Crushed Whipped Lip & Cheek Color,Too,2550,2550,0,3.8,30,Makeup,In Stock,0
Swiss Beauty Professional UV Gel Nail Polish,Swiss,229,210.68,8,4,5399,Makeup,In Stock,18.32
Staze 9to9 Love Tri-Angle 3 in 1 Lipstick,Staze,292,189.8,35,4,5199,Makeup,In Stock,102.2
"Lakme 9 To 5 Powerplay Priming Concealer ,Built In Primer, H...",Lakme,500,400,20,4.1,17642,Makeup,In Stock,100
Maybelline New York Super Stay Crayon Lipstick,Maybelline,829,829,0,4.5,257669,Makeup,In Stock,0
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Aut...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
Blue Heaven Get Bright Compact Powder,Blue,85,80.75,5,4,1428,Makeup,In Stock,4.25
PAC IRIS Premium Contact Lenses Pure Hazel - Comfortable Nat...,PAC,221,198.9,10,4,2563,Makeup,In Stock,22.1
Earth Rhythm Reusable Makeup Remover & Cleansing Pads For Wo...,Earth,179,161.1,10,4,4582,Makeup,In Stock,17.9
